split,rep,comparison,model_a,model_b,metric,value
validation,897,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00807194966877356
validation,897,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0111369849144477
validation,897,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0039826244960498025
validation,897,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0021253285913378495
validation,897,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0013161891262528647
validation,897,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0008161992268974072
validation,898,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.0074995463258913375
validation,898,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0067343451603175675
validation,898,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0037589457795389747
validation,898,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0003031739736096828
validation,898,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.009046135289978885
validation,898,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-5.796488858181292e-05
validation,899,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00509503182758031
validation,899,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.003048470683873594
validation,899,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.002941699325347852
validation,899,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0009843193991979637
validation,899,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.010466416014632718
validation,899,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00010434738840506275
validation,900,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007324395017902052
validation,900,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.012766826677561016
validation,900,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0036910200991794873
validation,900,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.00036824253778322547
validation,900,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0014298845878868427
validation,900,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00019286237965127073
validation,901,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007975514724214205
validation,901,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0058341862845445736
validation,901,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0040190614271076175
validation,901,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0002125250331315165
validation,901,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.009416581371545552
validation,901,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00014865569699687442
validation,902,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007894068392527709
validation,902,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.01239627087388584
validation,902,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003725260841099809
validation,902,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0010025871459085067
validation,902,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005327323020182351
validation,902,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00040283175525285264
validation,903,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.005924710636854402
validation,903,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0068283734203016255
validation,903,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003396114528452815
validation,903,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,7.536396750429386e-05
validation,903,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0049938850387281075
validation,903,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00022089558668578202
validation,904,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008222182431870562
validation,904,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0066984674718360004
validation,904,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0036620040141084886
validation,904,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0014734181588278439
validation,904,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.006191007814878691
validation,904,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0002872485812239478
validation,905,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008881934541084546
validation,905,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.01357924604783134
validation,905,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004191861472178232
validation,905,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0024509423770988636
validation,905,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005168220510741839
validation,905,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0008049162041911806
validation,906,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007040200843617339
validation,906,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.014469125738740596
validation,906,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003898046453055831
validation,906,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0014235616060224165
validation,906,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0006113715100876105
validation,906,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0009566610067812953
validation,907,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006313516064003211
validation,907,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.011328006473146468
validation,907,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003141774735941766
validation,907,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0003315554605687332
validation,907,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.006169717811267406
validation,907,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0003421490511586467
validation,908,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.005158807554424216
validation,908,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.00923645320197053
validation,908,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003223479003156171
validation,908,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.002818199304744695
validation,908,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005541871921182273
validation,908,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0005630035409654732
validation,909,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.005510420440111519
validation,909,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.006602336211274817
validation,909,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.002819656516849428
validation,909,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0013626298150675176
validation,909,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.008633824276282343
validation,909,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0008502085381251467
validation,910,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.004486323327022701
validation,910,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.015014710358121186
validation,910,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0029382411011021348
validation,910,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0007427507384154541
validation,910,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0061884954854418694
validation,910,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00027535282959259555
validation,911,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00924994846618099
validation,911,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.012054294975688773
validation,911,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004326231233976963
validation,911,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.002263809269985262
validation,911,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.00020259319286874966
validation,911,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0007681212871740728
validation,912,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008106985445318071
validation,912,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.007736156351791479
validation,912,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004074744273110192
validation,912,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0007039687412220275
validation,912,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005903908794788304
validation,912,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0005314194537057726
validation,913,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009265486077716933
validation,913,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.007885956930542948
validation,913,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004485504737732543
validation,913,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0008990541904356775
validation,913,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.004044080477201506
validation,913,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00029901153402078773
validation,914,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006192828020674668
validation,914,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.009016310404214356
validation,914,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003362794914291839
validation,914,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.00048085901554795196
validation,914,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.008307162394894152
validation,914,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0003531271753485776
validation,915,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008072273682261488
validation,915,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.015100841187797753
validation,915,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0038317578506002203
validation,915,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.00029272148498671324
validation,915,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.004966048444309257
validation,915,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00014643597691438304
validation,916,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006255871562703463
validation,916,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.006934529879665585
validation,916,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003364456814040989
validation,916,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0011706046802431036
validation,916,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.006424637976748859
validation,916,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0005944751567334983
validation,917,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006727000555124429
validation,917,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008882608256788105
validation,917,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0034776687581171417
validation,917,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0008125967475182128
validation,917,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.006863833652972717
validation,917,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0002320195075503073
validation,918,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006058381301851767
validation,918,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0069993913572732325
validation,918,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003137560701430925
validation,918,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.00013512526575643058
validation,918,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005376344086021501
validation,918,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-4.434599868091693e-05
validation,919,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.005960254857757752
validation,919,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.01105140423806139
validation,919,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003453591761427094
validation,919,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.001146721105139692
validation,919,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005373618574470274
validation,919,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00037168673277085396
validation,920,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.0076108391331602965
validation,920,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008135869012508845
validation,920,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0037676396513871557
validation,920,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0008508435660657954
validation,920,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0060002033967253565
validation,920,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0005524924961942401
validation,921,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.0052482708064289785
validation,921,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.013290047681850381
validation,921,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.00261124232077542
validation,921,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0005342068310137948
validation,921,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.006797199959419742
validation,921,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00034853164008114
validation,922,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007153256950209963
validation,922,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008255197717081053
validation,922,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003482285083833525
validation,922,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0018079447231699186
validation,922,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.01416632694659603
validation,922,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0008743566857509211
validation,923,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007706665906130339
validation,923,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.018879353861686043
validation,923,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003978030682815603
validation,923,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0007763428029926578
validation,923,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.001413427561837488
validation,923,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00022175108540684052
validation,924,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008283739579422855
validation,924,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0066225165562913135
validation,924,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.00406766052851637
validation,924,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0008217451563616862
validation,924,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005909322465613931
validation,924,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0003480864775005921
validation,925,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008447772641577034
validation,925,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.007080720210398628
validation,925,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003804204602190525
validation,925,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0002897119784535107
validation,925,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005968035605907307
validation,925,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0001838668230643159
validation,926,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006647788727988324
validation,926,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.009612434809285197
validation,926,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0036293276806537433
validation,926,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0007840002861161377
validation,926,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0069536762450148615
validation,926,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00033018085403382913
validation,927,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007727374267097242
validation,927,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.006883984612269689
validation,927,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0039329407147187245
validation,927,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.002038463790763445
validation,927,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.007390159951407238
validation,927,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.000819200744133386
validation,928,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008415829889561577
validation,928,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.01594670972951151
validation,928,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004117821295084534
validation,928,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.00011533602739433046
validation,928,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.00494549858700033
validation,928,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00012493106753011518
validation,929,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.003729838227507609
validation,929,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.00745963621500112
validation,929,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0024299508632385225
validation,929,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.003245506550615951
validation,929,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.008277130594727122
validation,929,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0012285277949771467
validation,930,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008034085376524835
validation,930,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010999083409715893
validation,930,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004105745878854428
validation,930,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0003684756482595919
validation,930,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0017313372033812557
validation,930,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-3.362656365527017e-05
validation,931,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007157912704710556
validation,931,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.011616058691665043
validation,931,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0035784839863792772
validation,931,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0006961273045383853
validation,931,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0030568575504380524
validation,931,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00018264328029518606
validation,932,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006246311216097422
validation,932,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.01129601613716602
validation,932,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0032456869425908086
validation,932,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0002421523923753499
validation,932,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.004942007060010023
validation,932,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00018172644053204845
validation,933,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006346320640874925
validation,933,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.011270179713676498
validation,933,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0037156390637736736
validation,933,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.002004469367396622
validation,933,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.003959792872372803
validation,933,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0004025251674902308
validation,934,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008961513216417916
validation,934,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.005349212757367772
validation,934,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0043798920647103445
validation,934,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0023393995781321175
validation,934,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.006762212353653596
validation,934,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0010373502392719836
validation,935,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007813566413532369
validation,935,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010359536867763586
validation,935,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003482649331253085
validation,935,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0008046442057474401
validation,935,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.002031281738777202
validation,935,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,6.429042407893326e-05
validation,936,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009023462667423487
validation,936,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008778197407369515
validation,936,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.00422236282052188
validation,936,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0012811513305197586
validation,936,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.004287026640808489
validation,936,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00033429254754582804
validation,937,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009813451448064336
validation,937,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.014223746595379838
validation,937,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004518295933152561
validation,937,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0018243071285317658
validation,937,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.004640371229698292
validation,937,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0005765677839625061
validation,938,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.005591604695267316
validation,938,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010080439873739966
validation,938,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0033327158639473164
validation,938,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,9.934329455507651e-05
validation,938,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.004683840749414525
validation,938,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-6.093803507356554e-06
validation,939,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008298942998483216
validation,939,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008585445625511001
validation,939,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004047370539614653
validation,939,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0004579762890268846
validation,939,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0006132461161079128
validation,939,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,7.055302305553068e-05
validation,940,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00749005372487177
validation,940,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.017166951109326423
validation,940,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0035667320447098916
validation,940,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.002440129644175726
validation,940,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0035137034434293835
validation,940,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0010909146944343973
validation,941,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008715910558451556
validation,941,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008585858585858586
validation,941,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004463552908065244
validation,941,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0005998676452803053
validation,941,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.010101010101010055
validation,941,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00016441722251464563
validation,942,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006063812909853361
validation,942,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008113590263691628
validation,942,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0033242930761651635
validation,942,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.00037190766075723136
validation,942,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.007403651115618692
validation,942,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-6.170110658906824e-05
validation,943,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.005733865118864423
validation,943,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0082250203086921
validation,943,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003139595685220653
validation,943,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0009581037565329353
validation,943,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0077173030056865155
validation,943,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0006031742383127703
validation,944,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.0081684841666535
validation,944,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.013989584397018251
validation,944,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003995585821030961
validation,944,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.001370222288243239
validation,944,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.002552843868069088
validation,944,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0005372310849121043
validation,945,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009567689089678644
validation,945,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.011837942647208943
validation,945,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004451242051276144
validation,945,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0015330948464240546
validation,945,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.004796407796713864
validation,945,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00047897618389447505
validation,946,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00452386950642969
validation,946,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010397738744195473
validation,946,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003149667562668018
validation,946,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0008567134250321295
validation,946,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0037351100343225863
validation,946,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0004737032358961557
validation,947,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.010073180725510777
validation,947,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.01585365853658538
validation,947,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004756595999096586
validation,947,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.002320989741235735
